name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Suspension Mountain Climber Push-up","Suspension","iliopsoas","hip_adductors, deltoid_anterior, chest_clavicular_head, sartorius, triceps","https://apilyfta.com/static/GymvisualMP4/11211201-Suspender-Mountain-Climber-Push-up-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/11211101-Suspender-Mountain-Climber-Push-up_Hips_small.png"
"Suspension Side Cross Lunge","Suspension","quadriceps","hip_adductors, gastrocnemius, gluteus_maximus, soleus, tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/11311101-Suspender-Side-Cross-Lunge_Thighs_small.png"
"Suspension Sprinter","Suspension","gluteus_maximus, quadriceps","gastrocnemius, hamstrings, soleus","https://apilyfta.com/static/GymvisualMP4/11401201-Suspender-Sprinter-(female)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/11401101-Suspender-Sprinter_Thighs_small.png"
"Suspension Squat Power Pull","Suspension","infraspinatus, latissimus_dorsi, quadriceps, teres_major, teres_minor, trapezius, trapezius","deltoids, gluteus_maximus, obliques, soleus",,"https://apilyfta.com/static/GymvisualPNG/11421101-Suspender-Squat-Power-Pull_Thighs_small.png"
"Suspension Twist Side","Suspension","deltoid_anterior, obliques","hip_adductors, iliopsoas, rectus_abdominis, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/11511201-Suspender-Twist-Side-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/11511101-Suspender-Twist-Side_Waist_small.png"
"Suspension Twist-Up","Suspension","obliques","hip_adductors, iliopsoas, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/11521201-Suspender-Twist-Up-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/11521101-Suspender-Twist-Up_Waist_small.png"
"Suspension Single Leg Deadlift","Suspension","gluteus_maximus","hamstrings","https://apilyfta.com/static/GymvisualMP4/11551201-Suspender-Single-Leg-Deadlift-(female)_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/11551101-Suspender-Single-Leg-Deadlift_Hips_small.png"
"Body muscle. Side front view","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/12171101-Biceps-Brachii_small.png"
"By MAJOR MUSCLE GROUPS Muscle body male","Body weight",,,"https://apilyfta.com/static/GymvisualMP4/12511201-Major-Muscles-Groups-WHITE.mp4",
"Exercise Ball Alternating Arm Ups","Stability ball","latissimus_dorsi","deltoids, obliques","https://apilyfta.com/static/GymvisualMP4/13321201-Exercise-Ball-Alternating-Arm-Ups_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/13321101-Exercise-Ball-Alternating-Arm-Ups_Back_small.png"
"Exercise Ball Lying Side Lat Stretch","Stability ball","latissimus_dorsi","deltoids, obliques","https://apilyfta.com/static/GymvisualMP4/13421201-Exercise-Ball-Lying-Side-Lat-Stretch_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/13421101-Exercise-Ball-Lying-Side-Lat-Stretch_Back_small.png"
"Band Decline Sit-up","Band","iliopsoas, rectus_abdominis","obliques","https://apilyfta.com/static/GymvisualMP4/14981201-Band-Decline-Sit-up_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/14981101-Band-Decline-Sit-up_Hips_small.png"
"Double Leg Butt Kick","Body weight","gluteus_maximus","gastrocnemius",,"https://apilyfta.com/static/GymvisualPNG/15491101-Double-Leg-Butt-Kick_Plyometric_small.png"
"Single Leg Butt Kick","Body weight","infraspinatus","gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/15891101-Single-Leg-Butt-Kick_Plyometric_small.png"
"Transverse Plane Dumbbell Lunge","Dumbbell","quadriceps, soleus","hip_adductors, hamstrings",,"https://apilyfta.com/static/GymvisualPNG/16961101-Transverse-Plane-Dumbbell-Lunge_Thighs_small.png"
"Single Leg Transverse Bend","Body weight","serratus_anterior","obliques, sartorius","https://apilyfta.com/static/GymvisualMP4/17031201-Single-Leg-Transverse-Bend-(female)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/17031101-Single-Leg-Transverse-Bend_Thighs_small.png"
"Dumbbell Forward Lunge Triceps Extension","Dumbbell","quadriceps","triceps",,"https://apilyfta.com/static/GymvisualPNG/17321101-Dumbbell-Forward-Lunge-Triceps-Extension_Upper-Arms_small.png"
"Elbow Extensor Anconeus Stretch","Body weight","triceps","deltoid_anterior",,"https://apilyfta.com/static/GymvisualPNG/18301101-Elbow-Extensor-Anconeus-Stretch_Forearms_small.png"
"Leaning Abductor Stretch","Body weight","hip_adductors","biceps",,"https://apilyfta.com/static/GymvisualPNG/18801101-Leaning-Abductor-Stretch_Hips_small.png"
"Standing Outer Hip Stretch","Body weight",,"gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/19471101-Standing-Outer-Hip-Stretch_Hips_small.png"
"Seated Toe Flexor And Foot Inverter Stretch","Body weight","tibias","soleus",,"https://apilyfta.com/static/GymvisualPNG/19671101-Seated-Toe-Flexor-And-Foot-Inverter-Stretch_Calves_small.png"
"Gluteus minimus","Body weight",,,,
"Levator scapulae","Body weight",,,,
"Diaphragm","Body weight",,,,
"Spinalis","Body weight",,,,
"StrongMan Iceland Cross","Weighted","hamstrings, serratus_anterior, tensor_fasciae_femoris","biceps, brachioradialis, iliopsoas",,"https://apilyfta.com/static/GymvisualPNG/27141101-StrongMan-Iceland-Cross_Weightlifting_small.png"
"StrongMan Timber Carry","Weighted",,"latissimus_dorsi, serratus_anterior",,"https://apilyfta.com/static/GymvisualPNG/27151101-StrongMan-Timber-Carry_Weightlifting_small.png"
"Knee - Flexion - Articulations","Body weight",,,"https://apilyfta.com/static/GymvisualMP4/27741201-Knee---Flexion.mp4","https://apilyfta.com/static/GymvisualPNG/27741101-Knee---Flexion_Articulations_small.png"
"EZ Barbell Decline Close-grip Face Press","EZ Barbell","rectus_abdominis, triceps","brachialis, wrist_flexors",,"https://apilyfta.com/static/GymvisualPNG/28841101-EZ-Barbell-Decline-Close-grip-Face-Press-(female)_Upper-Arms_small.png"
"Power Sled Rear Lunge Row","Power Sled","latissimus_dorsi, serratus_anterior","quadriceps",,"https://apilyfta.com/static/GymvisualPNG/29021101-Power-Sled-Rear-Lunge-Row_Back_small.png"
"Dumbbell High Low Carry","Dumbbell","deltoid_anterior, deltoid_lateral","trapezius",,"https://apilyfta.com/static/GymvisualPNG/29111101-Dumbbell-High-Low-Carry_Thighs_small.png"
"Rear Lunge with Battling Ropes","Rope","quadriceps","biceps, hamstrings, infraspinatus, sartorius, trapezius",,"https://apilyfta.com/static/GymvisualPNG/29331101-Rear-Lunge-with-Battling-Ropes_small.png"
"Band Thruster","Band","rectus_abdominis","deltoid_lateral, deltoids, gluteus_maximus, infraspinatus, latissimus_dorsi, obliques, quadriceps, tensor_fasciae_femoris, teres_minor, teres_major",,"https://apilyfta.com/static/GymvisualPNG/29701101-Band-Thruster_small.png"
"Calf self massage with barbell","Barbell","gastrocnemius, hamstrings, soleus, tibias",,,"https://apilyfta.com/static/GymvisualPNG/29921101-Calf-self-massage-with-barbell-(female)_Calves_small.png"
"Body Fat Percentage","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/31891101-Body-Fat-Percentage-(male)_small.png"
"Bodybuilding pose male","Body weight","deltoid_anterior, deltoid_lateral, deltoids","triceps, biceps","https://apilyfta.com/static/GymvisualMP4/32731201-Bodybuilding-Pose-(male)_.mp4",
"Wide deadlift pose","Body weight",,"hamstrings, latissimus_dorsi",,
"Arnold pose","Body weight","deltoid_anterior, deltoid_lateral",,,
"Stalder Press","Body weight","deltoid_lateral","deltoid_anterior, trapezius",,"https://apilyfta.com/static/GymvisualPNG/32911101-Stalder-Press_small.png"
"Battling Ropes Alternate Arms Side Lunge","Battling Rope","deltoid_anterior, infraspinatus, chest_clavicular_head, serratus_anterior","deltoids, gastrocnemius",,"https://apilyfta.com/static/GymvisualPNG/33721101-Battling-Ropes-Alternate-Arms-Side-Lunge_small.png"
"Battling Ropes Split Jump","Battling Rope","quadriceps, gluteus_maximus, sartorius, teres_major",,"https://apilyfta.com/static/GymvisualMP4/33781201-Battling-Ropes-Split-Jump_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/33781101-Battling-Ropes-Split-Jump_small.png"
"Standing Low Body Rotation","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/34071101-Standing-Low-Body-Rotation-(female)_small.png"
"Weighted Single Leg Lift","Weighted","iliopsoas, quadriceps","gluteus_maximus, sartorius","https://apilyfta.com/static/GymvisualMP4/35871201-Weighted-Single-Leg-Lift_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/35871101-Weighted-Single-Leg-Lift_Thighs_small.png"
"Band Squat with Single Arm Row","Band","quadriceps, soleus","rectus_abdominis, tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/37701101-Band-Squat-with-Single-Arm-Row_Thighs_small.png"
"Band Split Jump with Single Arm Row","Band","quadriceps","serratus_anterior, latissimus_dorsi",,"https://apilyfta.com/static/GymvisualPNG/37811101-Band-Split-Jump-with-Single-Arm-Row_small.png"
"Resistance Band Cable Squat","Cable","gluteus_maximus","quadriceps, hamstrings",,"https://apilyfta.com/static/GymvisualPNG/38571101-Resistance-Band-Cable-Squat_Thighs_small.png"
"Barbell Hip Thrust with Resistance Band","Barbell","gluteus_maximus","hip_adductors, iliopsoas",,"https://apilyfta.com/static/GymvisualPNG/38731101-Barbell-Hip-Thrust-with-Resistance-Band_Hips_small.png"
"Barbell Banded Bench Squat","Barbell","quadriceps, deltoid_lateral","gluteus_maximus","https://apilyfta.com/static/GymvisualMP4/40611201-Barbell-Banded-Bench-Squat_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/40611101-Barbell-Banded-Bench-Squat_Thighs_small.png"
"Resistance Band Inverted Row","Resistance Band","latissimus_dorsi","deltoid_lateral",,"https://apilyfta.com/static/GymvisualPNG/43791101-Resistance-Band-Inverted-Row_Back_small.png"
"Prisoner Get-Up","Body weight","rectus_abdominis, soleus","brachioradialis, iliopsoas, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/43881201-Prisoner-Get-Up_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/43881101-Prisoner-Get-Up_Thighs_small.png"
"Tiger Tail Triceps","Body weight","triceps","biceps, wrist_flexors",,"https://apilyfta.com/static/GymvisualPNG/44071101-Tiger-Tail-Tricep_Upper-Arms_small.png"
"Alternating Step Out","Body weight","gluteus_maximus, quadriceps","hip_adductors","https://apilyfta.com/static/GymvisualMP4/44361201-Alternating-Step-Out_Plyometrics.mp4","https://apilyfta.com/static/GymvisualPNG/44361101-Alternating-Step-Out_Plyometrics_small.png"
"Roll Ball Rectus Femoris","Rollball","quadriceps","hamstrings, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/44681201-Roll-Ball-Rectus-Femoris-Stretch_Thighs.mp4","https://apilyfta.com/static/GymvisualPNG/44681101-Roll-Ball-Rectus-Femoris_Thighs_small.png"
"Palm-up Palm down Rotation","Body weight","latissimus_dorsi, teres_major","deltoid_lateral, tensor_fasciae_femoris, teres_minor","https://apilyfta.com/static/GymvisualMP4/46661201-Palm-up---Palm-down-Rotation-(female)_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/46661101-Palm-up---Palm-down-Rotation-(female)_Shoulders_small.png"
"Bent Knee Back to Side Kick","Body weight","sartorius",,"https://apilyfta.com/static/GymvisualMP4/46681201-Bent-Knee-Back-to-Side-Kick-(female)_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/46681101-Bent-Knee-Back-to-Side-Kick-(female)_Hips_small.png"
"Bar Band Single Leg Reverse Hyperextension","Stick","gluteus_maximus","hamstrings",,"https://apilyfta.com/static/GymvisualPNG/47011101-Bar-Band-Single-Leg-Reverse-Hyperextension_Hips_small.png"
"Dumbbell Hang Power Clean and Jerk","Dumbbell","deltoid_anterior, gluteus_maximus, quadriceps, trapezius, trapezius","biceps, gastrocnemius, hamstrings, soleus, triceps",,
"Dumbbell Russian Twist with Legs Floor Off","Dumbbell","obliques, rectus_abdominis",,,
"Dumbbell Side Lunge with Shoulder Press","Dumbbell","deltoid_anterior, deltoid_lateral, gluteus_maximus, quadriceps","hip_adductors, hamstrings, triceps",,
"Glute Ham Developer Sit-up and Russian Twist","Body weight","iliopsoas","quadriceps, rectus_abdominis",,
"Hanging Knee Circle Raise","Body weight","obliques, rectus_abdominis","iliopsoas","https://apilyfta.com/static/GymvisualMP4/47671201-Hanging-Knee-Circle-Raise_Hips_.mp4",
"Lateral Walk Push-up","Body weight","deltoid_anterior, triceps","obliques, rectus_abdominis, serratus_anterior",,
"Bodyweight Standing Back Stretch (female)","Body weight","infraspinatus, teres_minor, trapezius",,"https://apilyfta.com/static/GymvisualMP4/48751201-Bodyweight-Standing-Back-Stretch-(female)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/48751101-Bodyweight-Standing-Back-Stretch-(female)_Back_small.png"
"Lying Flat Hip Raise (female)","Body weight","gluteus_maximus, hamstrings",,"https://apilyfta.com/static/GymvisualMP4/48861201-Lying-Flat-Hip-Raise-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/48861101-Lying-Flat-Hip-Raise-(female)_Waist_small.png"
"Dumbbell Standing High Windmill","Dumbbell","deltoid_lateral, gluteus_maximus, obliques","deltoid_anterior, quadriceps, triceps",,
"Dumbbell Bent Arm Iso Hold","Dumbbell","deltoid_anterior, chest_clavicular_head","biceps, deltoid_lateral, triceps",,
"Reverse Leg Extension (female)","Body weight","gluteus_maximus, hamstrings",,,
"Single Leg Calve Stretch (female)","Body weight","gastrocnemius, hamstrings, soleus",,"https://apilyfta.com/static/GymvisualMP4/49311201-Single-Leg-Calve-Stretch-(female)_Calves_.mp4","https://apilyfta.com/static/GymvisualPNG/49311101-Single-Leg-Calve-Stretch-(female)_Calves_small.png"
"Reverse Plank (VERSION 2)","Body weight","gluteus_maximus, hamstrings","deltoid_anterior, rectus_abdominis, triceps",,
"Standing Bent Knee Figure 8","Body weight","hip_adductors, gluteus_maximus, iliopsoas","hamstrings, quadriceps, sartorius, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/49441201-Standing-Bent-Knee-Figure-8_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/49441101-Standing-Bent-Knee-Figure-8_Hips_small.png"
"Lunge - Thighs (WRONG-RIGHT)","Body weight","gluteus_maximus, quadriceps","hamstrings",,"https://apilyfta.com/static/GymvisualPNG/49591101-Lunge---Thighs-(WRONG-RIGHT)_small.png"
"Mountain Climber Jump","Body weight","gluteus_maximus, quadriceps, rectus_abdominis","deltoid_anterior, hamstrings, obliques",,
"Straight Leg Sit-up (female)","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps, sartorius","https://apilyfta.com/static/GymvisualMP4/50001201-Straight-Leg-Sit-Up-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/50001101-Straight-Leg-Sit-Up-(female)_Waist_small.png"
"Dumbbell One Arm Y Elevation","Dumbbell","deltoid_lateral, deltoids","infraspinatus, teres_minor, trapezius, trapezius",,"https://apilyfta.com/static/GymvisualPNG/50021101-Dumbbell-One-Arm-Y-Elevation_Shoulders_small.png"
"Cable Twist (VERSION 2) (male)","Cable","obliques","latissimus_dorsi, rectus_abdominis",,
"Seated Back Twist (female)","Body weight","obliques, rectus_abdominis","iliopsoas","https://apilyfta.com/static/GymvisualMP4/51301201-Seated-Back-Twist-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/51301101-Seated-Back-Twist-(female)_Waist_small.png"
"Seated Ballerina (female)","Stability ball","obliques, rectus_abdominis","deltoid_anterior, deltoid_lateral","https://apilyfta.com/static/GymvisualMP4/51341201-Seated-Ballerina-(female)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/51341101-Seated-Ballerina-(female)_Shoulders_small.png"
"Smith Hang Clean","Smith machine","deltoid_anterior, gluteus_maximus, hamstrings, quadriceps, trapezius","biceps, gastrocnemius, soleus, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/51421201-Smith-Hang-Clean_Weightlifts_.mp4","https://apilyfta.com/static/GymvisualPNG/51421101-Smith-Hang-Clean_Weightlifts_small.png"
"Plank Jack Slide with Towel","Body weight","rectus_abdominis","deltoid_anterior, gluteus_maximus, obliques, chest_clavicular_head, serratus_anterior, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/51581201-Plank-Jack-Slide-with-Towel_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/51581101-Plank-Jack-Slide-with-Towel_Waist_small.png"
"Curtsey Squat (female)","Body weight","gluteus_maximus, quadriceps","hamstrings","https://apilyfta.com/static/GymvisualMP4/51771201-Curtsey-Squat-(female)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/51771101-Curtsey-Squat-(female)_Thighs_small.png"
"Medicine Ball Lunge with Biceps Curl","Medicine Ball","biceps, gluteus_maximus, quadriceps","brachialis, brachioradialis, hamstrings, soleus","https://apilyfta.com/static/GymvisualMP4/52381201-Medicine-Ball-Lunge-with-Biceps-Curl_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/52381101-Medicine-Ball-Lunge-with-Biceps-Curl_Thighs_small.png"
"Old School Reverse Extensions (female)","Barbell","latissimus_dorsi, triceps","deltoids, serratus_anterior, teres_major","https://apilyfta.com/static/GymvisualMP4/52631201-Old-School-Reverse-Extensions-(female)_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/52631101-Old-School-Reverse-Extensions-(female)_Upper-Arms_small.png"
"Ring High Row (female)","Suspension","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/52691201-Ring-High-Row-(female)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/52691101-Ring-High-Row-(female)_Back_small.png"
"Commando Pull-up (female)","Body weight","infraspinatus, latissimus_dorsi, obliques, teres_major, teres_minor, trapezius, trapezius","biceps, brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/52701201-Commando-Pull-up-(female)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/52701101-Commando-Pull-up-(female)_Back_small.png"
"Bodyweight Glute Dominant Step-Up","Body weight","gluteus_maximus, quadriceps","soleus",,"https://apilyfta.com/static/GymvisualPNG/52771101-Bodyweight-Glute-Dominant-Step-Up_Hips_small.png"
"Lever Abduction Leg Raise","Leverage machine","iliopsoas, rectus_abdominis","hip_adductors, gastrocnemius, quadriceps, sartorius","https://apilyfta.com/static/GymvisualMP4/53491201-Lever-Abduction-Leg-Raise_Pilates_.mp4","https://apilyfta.com/static/GymvisualPNG/53491101-Lever-Abduction-Leg-Raise_Pilates_small.png"
"Roll Lower Back (Side) Lying on Floor","Roll","obliques","rectus_abdominis",,
"Roll Around the World Lying on Floor","Roll","obliques, rectus_abdominis","brachialis",,
"Roll Forearms Standing Against Wall (female)","Roll","wrist_extensors",,"https://apilyfta.com/static/GymvisualMP4/54121201-Roll-Forearms-Standing-Against-Wall-(female)_Forea.mp4","https://apilyfta.com/static/GymvisualPNG/54121101-Roll-Forearms-Standing-Against-Wall-(female)_Forearms_small.png"
"Roll Biceps Lying on Floor (female)","Roll","biceps",,"https://apilyfta.com/static/GymvisualMP4/54131201-Roll-Biceps-Lying-on-Floor-(female)_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/54131101-Roll-Biceps-Lying-on-Floor-(female)_Upper-Arms_small.png"
"Roll Chest Lying on Floor (female)","Roll","chest_clavicular_head",,"https://apilyfta.com/static/GymvisualMP4/54161201-Roll-Chest-Lying-on-Floor-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/54161101-Roll-Chest-Lying-on-Floor-(female)_Chest_small.png"
